ARI,NMI,AMI,HOM,COM,VMEASURE,n_clusters_pred,n_labels,n_obs,ASW_pred,ASW_label,method,label_key,resolution,cluster_key,representation,target_n_labels,abs_cluster_delta
0.0,0.0,0.0,0.0,1.0,0.0,1,27,128,,-0.29210638999938965,SpaMI,predicted.celltype,0.1,leiden_r0_100,embedding,27,26
0.0,0.0,0.0,0.0,1.0,0.0,1,27,128,,-0.29210638999938965,SpaMI,predicted.celltype,0.15,leiden_r0_150,embedding,27,26
0.0,0.0,0.0,0.0,1.0,0.0,1,27,128,,-0.29210638999938965,SpaMI,predicted.celltype,0.2,leiden_r0_200,embedding,27,26
0.0,0.0,0.0,0.0,1.0,0.0,1,27,128,,-0.29210638999938965,SpaMI,predicted.celltype,0.25,leiden_r0_250,embedding,27,26
0.0,0.0,0.0,0.0,1.0,0.0,1,27,128,,-0.29210638999938965,SpaMI,predicted.celltype,0.3,leiden_r0_300,embedding,27,26
0.0031695903736658907,0.11002534664408507,0.04786140234923551,0.06385813880240804,0.3971534269947048,0.11002534664408506,2,27,128,0.1288391649723053,-0.29210638999938965,SpaMI,predicted.celltype,0.35,leiden_r0_350,embedding,27,25
0.027294996739685953,0.1488801038215594,0.0863914819999261,0.09013620934471249,0.4274768605567001,0.1488801038215594,2,27,128,0.13616785407066345,-0.29210638999938965,SpaMI,predicted.celltype,0.4,leiden_r0_400,embedding,27,25
0.027294996739685953,0.1488801038215594,0.0863914819999261,0.09013620934471249,0.4274768605567001,0.1488801038215594,2,27,128,0.13616785407066345,-0.29210638999938965,SpaMI,predicted.celltype,0.45,leiden_r0_450,embedding,27,25
0.021755846635201782,0.2011153428789855,0.09593879871104484,0.13258324443193525,0.41630050881883335,0.20111534287898547,3,27,128,0.16915883123874664,-0.29210638999938965,SpaMI,predicted.celltype,0.5,leiden_r0_500,embedding,27,24
0.030423418176394882,0.24059598326541182,0.10879956156192576,0.1664595600319539,0.4337970189122544,0.24059598326541187,4,27,128,0.19773344695568085,-0.29210638999938965,SpaMI,predicted.celltype,0.55,leiden_r0_550,embedding,27,23
0.04182299600273981,0.26662557191798114,0.13122761795476603,0.1895206541644664,0.4495015948847886,0.26662557191798114,4,27,128,0.1879931092262268,-0.29210638999938965,SpaMI,predicted.celltype,0.6,leiden_r0_600,embedding,27,23
0.05496845787194512,0.31101666323120336,0.15678266284914782,0.22813119700850484,0.4885004418970439,0.31101666323120336,5,27,128,0.22064480185508728,-0.29210638999938965,SpaMI,predicted.celltype,0.65,leiden_r0_650,embedding,27,22
0.05922549962130584,0.3436737747795449,0.1648638640320416,0.2644960040737685,0.4905094252308911,0.34367377477954497,6,27,128,0.2214827686548233,-0.29210638999938965,SpaMI,predicted.celltype,0.7,leiden_r0_700,embedding,27,21
0.07542874809157073,0.3521992838563459,0.17035393747061023,0.27589071447511276,0.4868597439667968,0.3521992838563459,6,27,128,0.19227927923202515,-0.29210638999938965,SpaMI,predicted.celltype,0.75,leiden_r0_750,embedding,27,21
0.08997862872039765,0.38256943092201,0.1847082954056899,0.3091928474704803,0.501609726513315,0.38256943092200996,7,27,128,0.2219209372997284,-0.29210638999938965,SpaMI,predicted.celltype,0.8,leiden_r0_800,embedding,27,20
