epoch,loss
157,169.9292755126953
158,169.83509826660156
159,169.30833435058594
160,169.6201171875
161,169.78384399414062
162,170.09986877441406
163,169.1687774658203
164,169.4429168701172
165,169.2569580078125
166,169.4861602783203
167,169.5377960205078
168,169.82449340820312
169,168.81333923339844
170,168.86538696289062
171,168.79664611816406
172,169.92042541503906
173,170.29327392578125
174,168.67405700683594
175,168.8638153076172
176,168.6623992919922
177,170.38546752929688
178,169.15541076660156
179,169.57086181640625
180,168.44219970703125
181,168.37266540527344
182,168.56626892089844
183,168.23587036132812
184,168.4799041748047
185,168.27316284179688
186,168.35360717773438
187,168.65919494628906
188,168.20823669433594
189,169.0349578857422
190,168.62840270996094
191,170.1127166748047
192,167.48069763183594
193,167.75457763671875
194,167.87222290039062
195,167.869873046875
196,168.68019104003906
197,169.43861389160156
198,168.6481170654297
199,167.63412475585938
200,167.78550720214844
201,168.27284240722656
202,167.8743896484375
203,167.66639709472656
204,167.55511474609375
205,167.79026794433594
206,167.54205322265625
207,167.8886260986328
208,166.77976989746094
209,167.4309539794922
210,167.9088592529297
211,167.24781799316406
212,167.2090606689453
213,166.8275909423828
214,166.3903045654297
215,167.4152069091797
216,166.5476531982422
217,167.0219268798828
218,166.68789672851562
219,166.65911865234375
220,167.057373046875
221,167.20343017578125
222,166.1347198486328
223,166.55947875976562
224,167.34117126464844
225,167.5150146484375
226,165.6764373779297
227,167.15374755859375
228,166.99615478515625
229,167.10873413085938
230,166.47329711914062
231,166.11019897460938
232,166.17532348632812
233,166.11834716796875
234,165.7483367919922
235,167.183837890625
236,165.78269958496094
237,166.48373413085938
238,166.6455078125
239,165.72006225585938
240,165.54393005371094
241,166.741455078125
242,165.8221893310547
243,165.84474182128906
244,165.8948516845703
245,166.96022033691406
246,166.75015258789062
247,166.57843017578125
248,165.09979248046875
249,165.76852416992188
250,165.4138946533203
251,165.034423828125
252,165.1376495361328
253,165.37974548339844
254,165.13812255859375
255,165.1680908203125
256,165.30723571777344
257,165.28953552246094
258,165.39991760253906
259,165.67333984375
260,165.16526794433594
261,164.46444702148438
262,164.76004028320312
263,165.2589874267578
264,165.25453186035156
265,164.5217742919922
266,164.38766479492188
267,165.5495147705078
268,164.55995178222656
269,164.03839111328125
270,164.5790252685547
271,165.37806701660156
272,164.78057861328125
273,164.91217041015625
274,164.4981689453125
275,164.06387329101562
276,165.15731811523438
277,164.09149169921875
278,163.98655700683594
279,165.67478942871094
280,164.4384002685547
281,164.22779846191406
282,164.25759887695312
283,164.25169372558594
284,164.16729736328125
285,164.31777954101562
286,164.90704345703125
287,164.36488342285156
288,164.3317108154297
289,164.89007568359375
290,165.29127502441406
291,163.79896545410156
292,164.16275024414062
293,163.26071166992188
294,164.31631469726562
295,164.775634765625
296,163.74168395996094
297,166.30059814453125
298,164.68399047851562
299,165.29161071777344
300,164.4611053466797
301,163.97877502441406
302,163.3189697265625
303,163.3597869873047
304,163.31040954589844
305,163.83712768554688
306,163.40846252441406
307,166.63308715820312
308,163.09426879882812
309,162.94113159179688
310,163.5274658203125
311,163.25497436523438
312,163.98675537109375
313,163.61569213867188
314,162.8144989013672
315,164.54989624023438
316,163.30517578125
317,163.59750366210938
318,163.86276245117188
319,164.50555419921875
320,163.95339965820312
321,164.10914611816406
322,165.32330322265625
323,163.92886352539062
324,163.62498474121094
325,162.72476196289062
326,162.97354125976562
327,163.2339324951172
328,162.91046142578125
329,164.05101013183594
330,163.68418884277344
331,162.41661071777344
332,161.9611358642578
333,163.61590576171875
334,162.56314086914062
335,162.72967529296875
336,162.74942016601562
337,161.47093200683594
338,162.46185302734375
339,162.0018310546875
340,163.64584350585938
341,162.17236328125
342,162.02603149414062
343,161.95230102539062
344,162.88490295410156
345,163.1609649658203
346,161.70391845703125
347,162.04476928710938
348,162.92161560058594
349,162.78477478027344
350,161.9494171142578
351,162.78182983398438
352,162.0669708251953
353,161.9855194091797
354,162.7669219970703
355,161.7673797607422
356,162.02696228027344
357,161.13180541992188
358,162.21185302734375
359,161.57247924804688
360,161.76075744628906
361,161.53692626953125
362,163.0587158203125
363,162.4046630859375
364,161.90943908691406
365,162.44190979003906
366,162.06507873535156
367,161.2071990966797
368,161.4040985107422
369,162.2355194091797
370,162.2842559814453
371,161.197509765625
372,161.60984802246094
373,161.3612823486328
374,161.9822540283203
375,160.51368713378906
376,162.4438018798828
377,160.6096954345703
378,161.7537841796875
379,161.39207458496094
380,160.9047088623047
381,163.0020751953125
382,161.924560546875
383,161.63006591796875
384,161.6819305419922
385,160.33265686035156
386,161.16197204589844
387,162.3546600341797
388,160.67662048339844
389,161.61441040039062
390,161.3543243408203
391,161.51197814941406
392,160.10177612304688
393,161.00747680664062
394,160.59547424316406
395,160.45364379882812
396,161.77772521972656
397,160.33609008789062
398,160.35391235351562
399,161.49794006347656
