method,n_obs_scored,n_target,n_pred,leiden_res,ARI,NMI,AMI,HOM,ASW,CHAOS,PAS,Moran_I,spatial_coherence
soFusion,9215,14,15,1.2500000000000007,0.22716803900538343,0.3022955408912374,0.2994630744424279,0.2902640651364613,-0.005127985496073961,0.061526079683305195,0.5650569723277266,0.16655369583301038,4.1421152859367266e-220
