dataset,tag,seed,epochs,overrides,flags,n_obs,train_sec,leiden_res,n_clusters,ASW_cluster,spatial_coherence,calinski_harabasz,davies_bouldin,niches_ARI_bestres
hippo,no_gene_recon,2025,50,"{""lambda_gene_expr_recon"": 0.0}",{},41786,3112.0,0.5,15,0.21363388084612794,0.465354424927009,6408.67053098534,1.405830220206288,0.3727119146560622
