dataset,tag,seed,epochs,overrides,flags,n_obs,train_sec,leiden_res,n_clusters,ASW_cluster,spatial_coherence,calinski_harabasz,davies_bouldin,niches_ARI_bestres
hippo,no_cluster_loss,2024,50,{},"{""include_cluster_loss"": false}",41786,3329.3,0.5,11,0.2281183542549192,0.8299645814387594,6202.371596514001,1.5783114364407373,0.4634535353315084
