dataset,tag,seed,epochs,overrides,flags,n_obs,train_sec,leiden_res,n_clusters,ASW_cluster,spatial_coherence,calinski_harabasz,davies_bouldin,niches_ARI_bestres
hippo,no_entropy_HY,2024,50,{},"{""include_cluster_entropy"": false}",41786,3440.1,0.5,12,0.192041151964712,0.7951969559182501,5433.913443221817,1.7337124702680606,0.45093745810275154
