dataset,tag,seed,epochs,overrides,flags,n_obs,train_sec,leiden_res,n_clusters,ASW_cluster,spatial_coherence,calinski_harabasz,davies_bouldin,niches_ARI_bestres
hippo,no_entropy_HY,2025,50,{},"{""include_cluster_entropy"": false}",41786,2451.2,0.5,17,0.19997387101052294,0.6177212463504523,5699.141505117519,1.5116744355669829,0.42062794588743496
