ARI,NMI,AMI,HOM,COM,VMEASURE,n_clusters_pred,n_labels,n_obs,ASW_pred,ASW_label,method,label_key,resolution,cluster_key,representation,target_n_labels,abs_cluster_delta
0.0,2.5670627146491703e-16,3.779418323300249e-16,1.283531357324586e-16,0.21875,2.5670627146491703e-16,1,33,9215,,-0.058272067457437515,soFusion,predicted.celltype,0.1,leiden_r0_100,embedding,33,32
0.0,2.5670627146491703e-16,3.779418323300249e-16,1.283531357324586e-16,0.21875,2.5670627146491703e-16,1,33,9215,,-0.058272067457437515,soFusion,predicted.celltype,0.15,leiden_r0_150,embedding,33,32
0.010943160745914485,0.06411211505938522,0.0631054680188367,0.035101735291231055,0.36944921097607053,0.06411211505938522,2,33,9215,0.12566958367824554,-0.058272067457437515,soFusion,predicted.celltype,0.2,leiden_r0_200,embedding,33,31
0.011264344956644155,0.06575141759391517,0.06474819016856397,0.03605255548590487,0.37309112827648694,0.06575141759391517,2,33,9215,0.1246379092335701,-0.058272067457437515,soFusion,predicted.celltype,0.25,leiden_r0_250,embedding,33,31
0.011558737890259666,0.06592036906989303,0.06492071544620322,0.03625576321672531,0.3626060129244406,0.06592036906989303,2,33,9215,0.12195028364658356,-0.058272067457437515,soFusion,predicted.celltype,0.3,leiden_r0_300,embedding,33,31
0.06720345161224299,0.19513347725072389,0.19366865344881776,0.12574635264358217,0.43537365393068783,0.19513347725072389,3,33,9215,0.05221440643072128,-0.058272067457437515,soFusion,predicted.celltype,0.35,leiden_r0_350,embedding,33,30
0.07424282732743123,0.19892212268568427,0.1974717702117792,0.12880548924195562,0.4365779667211019,0.19892212268568427,3,33,9215,0.05248056724667549,-0.058272067457437515,soFusion,predicted.celltype,0.4,leiden_r0_400,embedding,33,30
0.07715203116401255,0.1993970353364206,0.19795233263299922,0.12951289026845628,0.43308787180663816,0.1993970353364206,3,33,9215,0.05260360985994339,-0.058272067457437515,soFusion,predicted.celltype,0.45,leiden_r0_450,embedding,33,30
0.08289816735600163,0.19820105216682657,0.1967636751855306,0.1295267600525585,0.4218783723317697,0.19820105216682657,3,33,9215,0.05232936888933182,-0.058272067457437515,soFusion,predicted.celltype,0.5,leiden_r0_500,embedding,33,30
0.12277144337200285,0.2081132147555247,0.20616377082075504,0.1488398805853801,0.3458383433569883,0.2081132147555247,4,33,9215,0.05418259650468826,-0.058272067457437515,soFusion,predicted.celltype,0.55,leiden_r0_550,embedding,33,29
0.12653122943063008,0.21955269849458953,0.21700198615274022,0.15899582439117554,0.3546153447635291,0.21955269849458953,5,33,9215,0.05618678033351898,-0.058272067457437515,soFusion,predicted.celltype,0.6,leiden_r0_600,embedding,33,28
0.12800945142629355,0.22019585574334377,0.21765028980845016,0.1596395344350041,0.3547721433947416,0.22019585574334377,5,33,9215,0.0554826594889164,-0.058272067457437515,soFusion,predicted.celltype,0.65,leiden_r0_650,embedding,33,28
0.13099473928424335,0.2193715771463634,0.2168409673632759,0.16005704319569922,0.3485317793089871,0.21937157714636338,5,33,9215,0.05456572771072388,-0.058272067457437515,soFusion,predicted.celltype,0.7,leiden_r0_700,embedding,33,28
0.13109239595290093,0.21855638770267274,0.21602865430951804,0.15977244763367457,0.34577487925412603,0.21855638770267277,5,33,9215,0.05418925732374191,-0.058272067457437515,soFusion,predicted.celltype,0.75,leiden_r0_750,embedding,33,28
0.13828193388935175,0.23124723855389642,0.22826011869789184,0.1761748768718041,0.3364088162442926,0.2312472385538964,6,33,9215,0.04341600462794304,-0.058272067457437515,soFusion,predicted.celltype,0.8,leiden_r0_800,embedding,33,27
0.13734625056784266,0.2301781212875515,0.22719337318394184,0.17572012439486526,0.33354955037299766,0.2301781212875515,6,33,9215,0.04272671043872833,-0.058272067457437515,soFusion,predicted.celltype,0.85,leiden_r0_850,embedding,33,27
0.13796772090936793,0.2279026753254301,0.224920280189866,0.1746225824392459,0.32797212136262327,0.22790267532543004,6,33,9215,0.0429052896797657,-0.058272067457437515,soFusion,predicted.celltype,0.9,leiden_r0_900,embedding,33,27
0.13864988805965373,0.2266002575713567,0.22362102329108927,0.17402102599352623,0.3247087174781425,0.2266002575713567,6,33,9215,0.04261251911520958,-0.058272067457437515,soFusion,predicted.celltype,0.95,leiden_r0_950,embedding,33,27
0.13572612985767954,0.21394981778150685,0.21094452808438371,0.16006505665973428,0.3225258465521325,0.21394981778150685,6,33,9215,0.02421252429485321,-0.058272067457437515,soFusion,predicted.celltype,1.0,leiden_r1_000,embedding,33,27
0.14451055786639616,0.22877800793980735,0.22579154208392466,0.17486067784467652,0.3307687300598951,0.22877800793980738,6,33,9215,0.0467820018529892,-0.058272067457437515,soFusion,predicted.celltype,1.05,leiden_r1_050,embedding,33,27
0.14549512659626176,0.21397262914820814,0.21037259904908961,0.16553400555753062,0.3024862790285392,0.2139726291482081,7,33,9215,0.03023361787199974,-0.058272067457437515,soFusion,predicted.celltype,1.1,leiden_r1_100,embedding,33,26
0.14282236447058985,0.22347781936046024,0.21922748079493062,0.17736502378102884,0.3019921969211803,0.22347781936046027,9,33,9215,0.019920172169804573,-0.058272067457437515,soFusion,predicted.celltype,1.15,leiden_r1_150,embedding,33,24
0.14497021907475344,0.2191583562850723,0.21487577741640787,0.17640502027747762,0.2892641009026074,0.2191583562850723,9,33,9215,0.024116208776831627,-0.058272067457437515,soFusion,predicted.celltype,1.2,leiden_r1_200,embedding,33,24
0.15163969036397543,0.2193963938388502,0.2146162331120588,0.17982806686490793,0.28128976577200754,0.2193963938388502,10,33,9215,0.02222144976258278,-0.058272067457437515,soFusion,predicted.celltype,1.25,leiden_r1_250,embedding,33,23
0.15283951105339064,0.21166473091829197,0.2055867960922117,0.17887078534199344,0.2591830211365778,0.21166473091829194,12,33,9215,0.01992253214120865,-0.058272067457437515,soFusion,predicted.celltype,1.3,leiden_r1_300,embedding,33,21
