method,n_obs_scored,n_target,n_pred,ARI,NMI,AMI,Homogeneity,Silhouette,gt_key
Garfield_ep35bn50,9215,14,9,0.3052,0.3587,0.357,0.332,0.5046,ATAC_clusters
Garfield_ep35bn50,9215,11,9,0.3468,0.4132,0.4119,0.4104,0.5387,RNA_clusters
Garfield_ep35bn50,9215,33,12,0.2594,0.3639,0.3592,0.3154,0.4543,predicted.celltype
