method,n_obs_scored,n_target,n_pred,ARI,NMI,AMI,Homogeneity,Silhouette,gt_key
Garfield_cn30svdq10ep65,9215,14,10,0.2931,0.3486,0.3467,0.3341,0.5088,ATAC_clusters
Garfield_cn30svdq10ep65,9215,11,11,0.3131,0.4101,0.4085,0.4314,0.5367,RNA_clusters
Garfield_cn30svdq10ep65,9215,33,13,0.2614,0.3601,0.3549,0.3197,0.4615,predicted.celltype
