method,n_obs_scored,n_target,n_pred,ARI,NMI,AMI,Homogeneity,Silhouette,gt_key
Garfield_ep45bn50,9215,14,11,0.3062,0.3573,0.3553,0.34,0.5086,ATAC_clusters
Garfield_ep45bn50,9215,11,8,0.3319,0.4045,0.4033,0.396,0.5384,RNA_clusters
Garfield_ep45bn50,9215,33,11,0.2794,0.3661,0.3619,0.3104,0.4593,predicted.celltype
