method,n_obs_scored,n_target,n_pred,ARI,NMI,AMI,Homogeneity,Silhouette,gt_key
Garfield_ep60bn50cl1,9215,14,10,0.3114,0.3591,0.3572,0.3405,0.5062,ATAC_clusters
Garfield_ep60bn50cl1,9215,11,10,0.3235,0.4013,0.3998,0.409,0.5384,RNA_clusters
Garfield_ep60bn50cl1,9215,33,10,0.2775,0.3669,0.3629,0.3101,0.4556,predicted.celltype
