method,n_obs_scored,n_target,n_pred,ARI,NMI,AMI,Homogeneity,Silhouette,gt_key
Garfield_bn64,9215,14,8,0.3004,0.3525,0.3509,0.314,0.4901,ATAC_clusters
Garfield_bn64,9215,11,8,0.3725,0.4163,0.4151,0.3967,0.5306,RNA_clusters
Garfield_bn64,9215,33,12,0.2238,0.3426,0.3378,0.3058,0.4392,predicted.celltype
