method,n_obs_scored,n_target,n_pred,ARI,NMI,AMI,Homogeneity,Silhouette,gt_key
Garfield_cn30svdq10ep60,9215,14,10,0.2954,0.3499,0.348,0.3353,0.5083,ATAC_clusters
Garfield_cn30svdq10ep60,9215,11,6,0.3749,0.4278,0.427,0.3874,0.5376,RNA_clusters
Garfield_cn30svdq10ep60,9215,33,20,0.2135,0.3604,0.3529,0.3499,0.4595,predicted.celltype
