method,n_obs_scored,n_target,n_pred,ARI,NMI,AMI,Homogeneity,Silhouette,gt_key
Garfield_ep50bn64b,9215,14,6,0.2876,0.3424,0.3412,0.2869,0.49,ATAC_clusters
Garfield_ep50bn64b,9215,11,5,0.3723,0.4218,0.4211,0.3502,0.5306,RNA_clusters
Garfield_ep50bn64b,9215,33,15,0.2199,0.3384,0.3325,0.3165,0.439,predicted.celltype
