method,n_obs_scored,n_target,n_pred,ARI,NMI,AMI,Homogeneity,Silhouette,gt_key
Garfield_cn30svdq10_s123,9215,14,8,0.3183,0.3673,0.3658,0.3302,0.4992,ATAC_clusters
Garfield_cn30svdq10_s123,9215,11,5,0.3599,0.4209,0.4202,0.3563,0.5358,RNA_clusters
Garfield_cn30svdq10_s123,9215,33,8,0.2307,0.3576,0.3543,0.2887,0.4438,predicted.celltype
