method,n_obs_scored,n_target,n_pred,ARI,NMI,AMI,Homogeneity,Silhouette,gt_key
Garfield_cn30svdq10_s2026,9215,14,11,0.2952,0.3539,0.3518,0.3405,0.5065,ATAC_clusters
Garfield_cn30svdq10_s2026,9215,11,4,0.3711,0.4336,0.4331,0.3475,0.5371,RNA_clusters
Garfield_cn30svdq10_s2026,9215,33,11,0.254,0.3624,0.3579,0.3101,0.4552,predicted.celltype
