method,n_obs_scored,n_target,n_pred,ARI,NMI,AMI,Homogeneity,Silhouette,gt_key
Garfield_cn30,9215,14,10,0.3115,0.3592,0.3574,0.3414,0.5085,ATAC_clusters
Garfield_cn30,9215,11,4,0.3548,0.425,0.4244,0.3381,0.537,RNA_clusters
Garfield_cn30,9215,33,10,0.2807,0.3656,0.3616,0.3097,0.4593,predicted.celltype
