dataset,tag,seed,epochs,overrides,flags,label_key,n_obs,train_sec,peak_gpu_gb,n_target,n_pred,leiden_res,ARI,NMI,AMI,HOM,ASW
brain10x,adj_loss_x10.0,2024,50,"{""lambda_latent_adj_recon_loss"": 10.0}",{},rna:celltype,10647,1014.9,0.2,21,20,0.5,0.5121285754252571,0.6099886531400678,0.6073267228912201,0.6254415419168234,0.08652434337027202
