dataset,tag,seed,epochs,overrides,flags,label_key,n_obs,train_sec,peak_gpu_gb,n_target,n_pred,leiden_res,ARI,NMI,AMI,HOM,ASW
brain10x,baseline,2024,50,{},{},rna:celltype,10647,2019.8,0.2,21,21,0.5,0.4858344274728693,0.5983332294940301,0.5954467760404215,0.6133313326089286,0.09652470992305971
