dataset,tag,seed,epochs,overrides,flags,label_key,n_obs,train_sec,peak_gpu_gb,n_target,n_pred,leiden_res,ARI,NMI,AMI,HOM,ASW
brain10x,edge_x0.1,2024,50,"{""lambda_edge_recon"": 50.0}",{},rna:celltype,10647,4237.0,0.2,21,19,0.5,0.48236950509152043,0.598453579305042,0.5958183241169251,0.6056199879143129,0.09200108297935576
