dataset,tag,seed,epochs,overrides,flags,label_key,n_obs,train_sec,peak_gpu_gb,n_target,n_pred,leiden_res,ARI,NMI,AMI,HOM,ASW
brain10x,no_adj_recon,2025,50,"{""lambda_latent_adj_recon_loss"": 0.0}",{},rna:celltype,10647,1331.7,0.2,21,21,0.6,0.454050859751204,0.5825191450592981,0.5795577928407455,0.6079598475675915,0.08139125729798803
