dataset,tag,seed,epochs,overrides,flags,label_key,n_obs,train_sec,peak_gpu_gb,n_target,n_pred,leiden_res,ARI,NMI,AMI,HOM,ASW
brain10x,gene_expr_x10.0,2024,50,"{""lambda_gene_expr_recon"": 3000.0}",{},rna:celltype,10647,2878.6,0.2,21,20,0.5,0.48333381867994835,0.5935781926671055,0.5907912570885855,0.6054727335626733,0.09619597935944887
