dataset,tag,seed,epochs,overrides,flags,label_key,n_obs,train_sec,peak_gpu_gb,n_target,n_pred,leiden_res,ARI,NMI,AMI,HOM,ASW
brain10x,no_cluster_loss,2025,50,{},"{""include_cluster_loss"": false}",rna:celltype,10647,1169.4,0.2,21,23,0.5,0.49512001433620056,0.6021981400095768,0.5991035137928545,0.6263173892818704,0.08880038626853415
