dataset,tag,seed,epochs,overrides,flags,label_key,n_obs,train_sec,peak_gpu_gb,n_target,n_pred,leiden_res,ARI,NMI,AMI,HOM,ASW
brain10x,no_edge_recon,2024,50,"{""include_edge_recon_loss"": false}",{},rna:celltype,10647,2430.8,0.2,21,20,0.5,0.5060234059759157,0.6020950539482498,0.5993707035941966,0.6115734476634208,0.09809047008863286
