dataset,tag,seed,epochs,overrides,flags,label_key,n_obs,train_sec,peak_gpu_gb,n_target,n_pred,leiden_res,ARI,NMI,AMI,HOM,ASW
brain10x,nsam_10,2024,50,"{""num_neighbors"": 10}",{},rna:celltype,10647,1413.7,0.3,21,20,0.4,0.4938309121056754,0.5927837382940307,0.5899875916899098,0.6057094533373752,0.08792390974840389
