dataset,tag,seed,epochs,overrides,flags,label_key,n_obs,train_sec,peak_gpu_gb,n_target,n_pred,leiden_res,ARI,NMI,AMI,HOM,ASW
brain10x,svdq_3,2024,50,"{""augment_type"": ""svd"", ""svd_q"": 3}",{},rna:celltype,10647,4237.6,0.2,21,21,0.5,0.49279775468684034,0.599502874200417,0.5966355481298594,0.6134813412694403,0.09528550468798197
