dataset,tag,seed,epochs,overrides,flags,label_key,n_obs,train_sec,peak_gpu_gb,n_target,n_pred,leiden_res,ARI,NMI,AMI,HOM,ASW
hippo,baseline,2024,50,{},{},niches,3735,62.1,1.03,17,17,1.1,0.22306936397347288,0.44195578860005263,0.4342968557428136,0.4497714586668014,-0.07638730330215512
