dataset,tag,seed,epochs,overrides,flags,label_key,n_obs,train_sec,peak_gpu_gb,n_target,n_pred,leiden_res,ARI,NMI,AMI,HOM,ASW
brain10x,no_instance_loss,2024,50,{},"{""include_instance_loss"": false}",rna:celltype,10647,3537.6,0.2,21,20,0.5,0.5086732361852888,0.6075919550541898,0.6049123617786076,0.6223718152121047,0.0976793685648224
