epoch,loss
0,40.01017761230469
1,39.036373138427734
2,38.15914535522461
3,37.452301025390625
4,36.86836624145508
5,36.417659759521484
6,36.0362548828125
7,35.7103157043457
8,35.4261474609375
9,35.17449188232422
10,34.919334411621094
11,34.6883544921875
12,34.4306526184082
13,34.20930480957031
14,33.974609375
15,33.750728607177734
16,33.56235122680664
17,33.364681243896484
18,33.179542541503906
19,33.00537109375
20,32.82613754272461
21,32.67348861694336
22,32.534908294677734
23,32.422119140625
24,32.312103271484375
25,32.22770309448242
26,32.14909362792969
27,32.07278060913086
28,32.018653869628906
29,31.95340919494629
30,31.91273307800293
31,31.86164665222168
32,31.79768180847168
33,31.77570343017578
34,31.734800338745117
35,31.70663070678711
36,31.6741886138916
37,31.63195037841797
38,31.606698989868164
39,31.58380699157715
40,31.53853988647461
41,31.523305892944336
42,31.474472045898438
43,31.432865142822266
44,31.417747497558594
45,31.39067840576172
46,31.362957000732422
47,31.353574752807617
48,31.308177947998047
49,31.291963577270508
50,31.274608612060547
51,31.254859924316406
52,31.232879638671875
53,31.218658447265625
54,31.1964111328125
55,31.190114974975586
56,31.168733596801758
57,31.151779174804688
58,31.124839782714844
59,31.115367889404297
60,31.09723663330078
61,31.081642150878906
62,31.05975341796875
63,31.05948829650879
64,31.04030990600586
65,31.019567489624023
66,31.014402389526367
67,30.992616653442383
68,30.982074737548828
69,30.978567123413086
70,30.960914611816406
71,30.94881820678711
72,30.928728103637695
73,30.919921875
74,30.909236907958984
75,30.89874839782715
76,30.876996994018555
77,30.873863220214844
78,30.86346435546875
79,30.842544555664062
80,30.8292179107666
81,30.827375411987305
82,30.830167770385742
83,30.811241149902344
84,30.7955322265625
85,30.789823532104492
86,30.774242401123047
87,30.75767707824707
88,30.752172470092773
89,30.745830535888672
90,30.732812881469727
91,30.725841522216797
92,30.721158981323242
93,30.71674346923828
94,30.699594497680664
95,30.698606491088867
96,30.6807804107666
97,30.680166244506836
98,30.66215705871582
99,30.663267135620117
100,30.65848731994629
101,30.639808654785156
102,30.635848999023438
103,30.62954330444336
104,30.6220703125
105,30.619199752807617
106,30.61260986328125
107,30.600223541259766
108,30.60101890563965
109,30.577856063842773
110,30.569913864135742
111,30.57430648803711
112,30.55579948425293
113,30.564619064331055
114,30.552515029907227
115,30.534942626953125
116,30.537551879882812
117,30.527555465698242
118,30.528268814086914
119,30.506927490234375
120,30.504295349121094
121,30.503747940063477
122,30.495941162109375
123,30.484033584594727
124,30.477619171142578
125,30.475048065185547
126,30.479637145996094
127,30.459726333618164
128,30.45188331604004
129,30.455368041992188
130,30.441570281982422
131,30.433013916015625
132,30.422677993774414
133,30.43186378479004
134,30.4195613861084
135,30.39426612854004
136,30.400527954101562
137,30.386606216430664
138,30.388408660888672
139,30.383867263793945
140,30.38365936279297
141,30.377304077148438
142,30.35732650756836
143,30.363384246826172
144,30.36090660095215
145,30.35240364074707
146,30.33641242980957
147,30.3376522064209
148,30.33299446105957
149,30.324581146240234
150,30.32384490966797
151,30.311756134033203
152,30.303098678588867
153,30.3121395111084
154,30.29656219482422
155,30.289281845092773
156,30.283733367919922
157,30.278100967407227
158,30.276674270629883
159,30.27417755126953
160,30.25996971130371
161,30.264589309692383
162,30.25604820251465
163,30.25672149658203
164,30.25326156616211
165,30.23558235168457
166,30.23828887939453
167,30.23273468017578
168,30.232778549194336
169,30.219907760620117
170,30.222545623779297
171,30.212888717651367
172,30.204574584960938
173,30.19919204711914
174,30.20116424560547
175,30.19443130493164
176,30.19525718688965
177,30.181882858276367
178,30.166963577270508
179,30.173065185546875
180,30.180967330932617
181,30.163549423217773
182,30.149551391601562
183,30.14264678955078
184,30.138669967651367
185,30.143840789794922
186,30.131946563720703
187,30.13123893737793
188,30.127391815185547
189,30.11701774597168
190,30.10776138305664
191,30.109006881713867
192,30.104110717773438
193,30.1081600189209
194,30.093475341796875
195,30.08315086364746
196,30.074466705322266
